time,imu_x,imu_y,afr,egt,rpm,speed,batteryVoltage,engineTemp,gear
0.0,72.0,78.0,13.0,760.0,6000.0,100.0,12.5,90.0,3
0.01,72.49979169270678,77.99200106660977,13.016663580418378,761.2498697957357,6099.8334166468285,102.66469179693571,12.50299995000025,90.19998666693333,4
0.02,72.99833416646828,77.9680170630262,13.033308647461697,762.4989584635339,6198.669330795061,105.31754490489256,12.505999600008,90.39989334186635,5
0.03,73.494381324736,77.92808635853866,13.049916708323414,763.7464853636371,6295.520206661339,107.94677323180245,12.508998650060748,90.59964006479444,4
0.04,73.98669330795062,77.87227283375627,13.066469311311158,764.9916708323414,6389.418342308651,110.54069564574141,12.51199680025599,90.79914693969172,3
0.05,74.47403959254522,77.80066577841242,13.082948066346708,766.2337366692614,6479.425538604203,113.08778787184609,12.514993750781203,90.99833416646828,5
0.06,74.9552020666134,77.7133797485203,13.09933466539753,767.47190662368,6564.642473395035,115.57673369234602,12.517989201943834,91.19712207288919,4
0.07,75.42897807455451,77.61055438310771,13.11561090281715,768.7054068796798,6644.217687237691,117.99647522223998,12.52098285420126,91.39543114644236,4
0.08,75.8941834230865,77.4923541808244,13.131758695571767,769.9334665397531,6717.356090899522,120.33626203725206,12.523974408190751,91.59318206614246,4
0.09,76.3496553411123,77.35896823677935,13.14776010333067,771.1553181065873,6783.3269096274835,122.58569893580142,12.526963564759404,91.79029573425824,5
0.1,76.79425538604202,77.21060994002885,13.163597348398076,772.3701979627261,6841.4709848078965,124.73479212278949,12.529950024994049,91.98669330795062,3
0.11,77.2268722893066,77.04751663219963,13.17925283546431,773.5773468478056,6891.207360061436,126.77399361001865,12.532933490251153,92.18229623080869,4
0.12,77.64642473395035,76.86994922779284,13.194709171154326,774.776010333067,6932.039085967226,128.6942436359809,12.535913662186676,92.37702626427135,5
0.13,78.05186405736039,76.6781917967765,13.209949183351902,775.9654392928501,6963.558185417193,130.48701091655357,12.538890242785909,92.57080551892155,3
0.14,78.4421768723769,76.47255111013416,13.224955940277999,777.1448903727726,6985.449729988461,132.14433054777646,12.54186293439327,92.76355648564113,4
0.15,78.81638760023334,76.25335614909679,13.239712769302102,778.3136264543024,6997.494986604054,133.65883939231585,12.54483143974208,92.9552020666134,4
0.16,79.17356090899523,76.02095757884292,13.25420327546565,779.4709171154325,6999.573603041505,135.023808792401,12.547795461984274,93.14566560616117,5
0.17,79.51280405140292,75.77572718750928,13.26841135969698,780.6160390871712,6991.664810452468,136.23317446389524,12.550754704720099,93.33487092140814,4
0.18,79.83326909627483,75.51805729140895,13.282321236697518,781.7482767055615,6973.847630878196,137.28156343868903,12.553708872027748,93.5227423327509,5
0.19,80.13415504789374,75.24836010740906,13.295917452479376,782.8669223589478,6946.300087687415,138.16431793571533,12.55665766849295,93.70920469412982,3
0.2,80.41470984807897,74.96706709347166,13.309184901534868,783.9712769302101,6909.297426825682,138.87751605453252,12.559600799238519,93.8941834230865,3
0.21,80.67423225594017,74.67462825841308,13.322108843618846,785.0606502336899,6863.209366648874,139.4179891995384,12.56253796995383,94.0776045305957,4
0.22,80.91207360061435,74.3715114419858,13.334674920125233,786.1343614465329,6808.49640381959,139.78333615740226,12.565468886924261,94.25939465066,5
0.23,81.12763940260521,74.05820156643463,13.346869170039561,787.1917395341821,6745.70521217672,139.97193376517197,12.568393257060556,94.4394810696552,4
0.24,81.32039085967226,73.73519986072456,13.35867804544976,788.2321236697518,6675.463180551151,139.9829441216602,12.571310787928141,94.61779175541483,3
0.25,81.48984619355586,73.4030230586814,13.370088426598018,789.2548636470231,6598.472144103956,139.81631831007059,12.574221187776358,94.79425538604202,3
0.26,81.63558185417193,73.06220257232778,13.38108763645692,790.259320286802,6515.501371821464,139.47279661532522,12.577124165567646,94.96880137843736,3
0.27,81.7572335782666,72.7132836417374,13.391663454813742,791.244865836385,6427.37988023383,138.95390523512782,12.580019431006649,95.14135991653113,4
0.28,81.8544972998846,72.35682446276712,13.401804131847205,792.2108843618846,6334.988150155905,138.26194949937468,12.582906694569234,95.31186197920883,3
0.29,81.92712991037588,71.99339529406274,13.411498401181627,793.1567721331675,6239.2493292139825,137.40000362803832,12.58578566753145,95.48023936791874,3
0.3,81.97494986604055,71.62357754476673,13.420735492403947,794.0819380011667,6141.120008059867,136.37189707302727,12.588656061998401,95.64642473395035,5
0.31,81.99783764189357,71.24796284438776,13.429505143029763,794.9858037673301,6041.580662433291,135.18219750470246,12.591517590933034,95.81035160537306,3
0.32,81.99573603041505,70.86715209631956,13.437797609905013,795.8678045449761,5941.62585657242,133.83619051863784,12.594369968184836,95.97195441362392,3
0.33,81.9686502845392,70.48175451652372,13.445603680030718,796.727389112329,5842.254305856752,132.3398561527836,12.597212908518461,96.13116851973433,4
0.34,81.91664810452468,70.0923866589142,13.45291468079869,797.5640202570146,5744.458897973169,130.69984231936218,12.600046127642244,96.28793024018469,3
0.35000000000000003,81.83985946873938,69.69967142900241,13.459722489626877,798.3771751118013,5649.21677231038,128.92343526953297,12.602869342236636,96.4421768723769,3
0.36,81.73847630878196,69.30423708738145,13.466019542983613,799.1663454813742,5557.479556705148,127.01852722204603,12.605682269982527,96.59384671971473,3
0.37,81.612752029753,68.90671624464309,13.471798844790767,799.9310381599407,5470.163859091506,124.99358129970356,12.608484629589489,96.74287911628144,4
0.38,81.46300087687415,68.5077448493358,13.477053974196442,800.6707752394686,5388.142109057281,122.85759392940989,12.611276140823895,96.88921445110552,3
0.39,81.28959715003869,68.10796117058267,13.481779092708596,801.3850944083629,5312.233840816027,120.62005487285856,12.614056524536949,97.0327941920041,3
0.4,81.09297426825682,67.70800477698711,13.485968950681656,802.0735492403949,5243.197504692072,118.29090506543248,12.616825502692596,97.17356090899523,5
0.41000000000000003,80.87362368633376,67.30851551345938,13.489618893148913,802.7357094737047,5181.72288893559,115.88049245062999,12.619582798395326,97.31145829726896,4
0.42,80.63209366648874,66.9101324776013,13.49272486499423,803.3711612797008,5128.424227586412,113.3995260062362,12.62232813591787,97.4464311997086,4
0.43,80.36898790798497,66.51349299728636,13.495283415457312,803.9795075216895,5083.834063250545,110.8590281664913,12.625061240728764,97.57842562895277,5
0.44,80.0849640381959,66.1192316110712,13.497291701967528,804.5603680030717,5048.397926110484,108.27028585163535,12.6277818395198,97.70738878898969,4
0.45,79.78073196887921,65.72797905306913,13.498747493302027,805.1133797049548,5022.469882334903,105.64480032239469,12.63048966023337,97.83326909627483,3
0.46,79.4570521217672,65.3403612439102,13.49964917206465,805.638197013026,5006.308996366535,102.99423608219709,12.633184432089656,97.95601620036366,3
0.47000000000000003,79.11473352790844,64.95699828940167,13.499995736482866,806.1344919335517,5000.076742435899,100.33036905413218,12.63586588561372,98.07558100405114,3
0.48,78.75463180551151,64.57850348849102,13.499786801520752,806.6019542983613,5003.835391164159,97.6650342628968,12.638533752662445,98.19191568300998,4
0.49,78.37764702134504,64.20548235211845,13.499022599306775,807.0402919586936,5017.547387375667,95.01007325416404,12.641187766451347,98.3049737049197,5
0.5,77.98472144103957,63.83853163452858,13.497703978875883,807.4492309677793,5041.075725336861,92.37728148498059,12.64382766158126,98.41470984807897,4
